TimeStamp: 2024-05-08T13:51:39.481    Log Level: INFO   Message:Starting app
TimeStamp: 2024-05-08T14:17:39.640    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.641    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.641    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.641    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.641    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.642    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.642    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.642    Log Level: Info   Message:This order has a discount= 7.0
TimeStamp: 2024-05-08T14:17:39.643    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.643    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.643    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T14:17:39.643    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.643    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.644    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.645    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.647    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.648    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.648    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.649    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:17:39.649    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.649    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.649    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.650    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.650    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:17:39.650    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.653    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.653    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.653    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.655    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.655    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.656    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:17:39.656    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T14:17:39.656    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.657    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:17:39.657    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.657    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.658    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.658    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.658    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.659    Log Level: Info   Message:This order has a discount= 16.5
TimeStamp: 2024-05-08T14:17:39.659    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.659    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.668    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.669    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.669    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.669    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.670    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.670    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.671    Log Level: Info   Message:This order has a discount= 1.5
TimeStamp: 2024-05-08T14:17:39.675    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.676    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.677    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T14:17:39.677    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.677    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.678    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:17:39.678    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.683    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.687    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.688    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.688    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.688    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.688    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.689    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.689    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.691    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.691    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.691    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.699    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.699    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.700    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.700    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.700    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.701    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.701    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.701    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.701    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.701    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.703    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:17:39.703    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.703    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:17:39.704    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.704    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.704    Log Level: Info   Message:This order has a discount= 11.5
TimeStamp: 2024-05-08T14:17:39.705    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.705    Log Level: Info   Message:This order has a discount= 1.5
TimeStamp: 2024-05-08T14:17:39.705    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.706    Log Level: Info   Message:This order has a discount= 19.5
TimeStamp: 2024-05-08T14:17:39.706    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.706    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.706    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.706    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.707    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.707    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.707    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.710    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.710    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.711    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T14:17:39.711    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.717    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.718    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.718    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.721    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.722    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.722    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.724    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T14:17:39.724    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.724    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.724    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.725    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.725    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.725    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.725    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.727    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.727    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.728    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.734    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.736    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.737    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.737    Log Level: Info   Message:This order has a discount= 4.5
TimeStamp: 2024-05-08T14:17:39.737    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.740    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.740    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.740    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:17:39.741    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.741    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.741    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.741    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.744    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:17:39.744    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.744    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.745    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.756    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:17:39.757    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T14:17:39.757    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.757    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.757    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.761    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:17:39.761    Log Level: Info   Message:This order has a discount= 7.0
TimeStamp: 2024-05-08T14:17:39.806    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.807    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.808    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.808    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.808    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.808    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.809    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.809    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.809    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.809    Log Level: Info   Message:This order has a discount= 9.5
TimeStamp: 2024-05-08T14:17:39.809    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.810    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.810    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.810    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T14:17:39.810    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.810    Log Level: Info   Message:This order has a discount= 17.0
TimeStamp: 2024-05-08T14:17:39.821    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.822    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.822    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.822    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.823    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.823    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.823    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.823    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.823    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T14:17:39.823    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.824    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.824    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:17:39.824    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.824    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.824    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.825    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.825    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.825    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.825    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T14:17:39.825    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.825    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.825    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.826    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.826    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.826    Log Level: Info   Message:This order has a discount= 18.0
TimeStamp: 2024-05-08T14:17:39.826    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.826    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.826    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.827    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.828    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.836    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:17:39.836    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T14:17:39.837    Log Level: Info   Message:This order has a discount= 19.5
TimeStamp: 2024-05-08T14:17:39.837    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.837    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.837    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.837    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.837    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:17:39.838    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:17:39.838    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:17:39.838    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.838    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.838    Log Level: Info   Message:This order has a discount= 3.0
TimeStamp: 2024-05-08T14:17:39.838    Log Level: Info   Message:This order has a discount= 17.0
TimeStamp: 2024-05-08T14:17:39.839    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.840    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.840    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.840    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.840    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.840    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.840    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.841    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:17:39.841    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:17:39.841    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.841    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.841    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:17:39.841    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.841    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.842    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.842    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.842    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.842    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.842    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.842    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.843    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.843    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.843    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.843    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T14:17:39.843    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.843    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.843    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.844    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.844    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.844    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.845    Log Level: Info   Message:This order has a discount= 21.0
TimeStamp: 2024-05-08T14:17:39.846    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.846    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.846    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.846    Log Level: Info   Message:This order has a discount= 14.0
TimeStamp: 2024-05-08T14:17:39.847    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.848    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:17:39.848    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.848    Log Level: Info   Message:This order has a discount= 17.0
TimeStamp: 2024-05-08T14:17:39.848    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.848    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.849    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.849    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.849    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.849    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.849    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.849    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.849    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.850    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T14:17:39.850    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.850    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.850    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.850    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.850    Log Level: Info   Message:This order has a discount= 13.5
TimeStamp: 2024-05-08T14:17:39.851    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.851    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T14:17:39.851    Log Level: Info   Message:This order has a discount= 21.5
TimeStamp: 2024-05-08T14:17:39.851    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.851    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.851    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.851    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.852    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.852    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:17:39.852    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:17:39.852    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.852    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.852    Log Level: Info   Message:This order has a discount= 8.0
TimeStamp: 2024-05-08T14:17:39.853    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.853    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.853    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.853    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:17:39.854    Log Level: Info   Message:This order has a discount= 0.5
TimeStamp: 2024-05-08T14:17:39.854    Log Level: Info   Message:This order has a discount= 18.0
TimeStamp: 2024-05-08T14:17:39.854    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:17:39.854    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.854    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.855    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.855    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.855    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.860    Log Level: Info   Message:This order has a discount= 18.0
TimeStamp: 2024-05-08T14:17:39.860    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.860    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.861    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.861    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.870    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:17:39.870    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.871    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:17:39.874    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.874    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:17:39.875    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.885    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.885    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.885    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.886    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:17:39.886    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.886    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:17:39.886    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.887    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:17:39.887    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.888    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:17:39.888    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:17:39.888    Log Level: Info   Message:This order has a discount= 18.0
TimeStamp: 2024-05-08T14:17:39.889    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:17:39.889    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.889    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:17:39.889    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:17:39.889    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:17:39.890    Log Level: Info   Message:This order has a discount= 5.0
